product_id;category
PR007753;malas_acessorios
PR007754;eletroportateis
PR007755;cama_mesa_banho
PR007756;pet_shop
PR007757;telefonia_fixa
PR007758;fashion_bolsas_e_acessorios
PR007759;beleza_saude
PR007760;eletrodomesticos
PR007761;malas_acessorios
PR007762;cama_mesa_banho
PR007763;beleza_saude
PR007764;ferramentas_jardim
PR007765;beleza_saude
PR007766;pet_shop
PR007767;perfumaria
PR007768;moveis_decoracao
PR007769;perfumaria
PR007770;cama_mesa_banho
PR007771;fashion_bolsas_e_acessorios
PR007772;construcao_ferramentas_iluminacao
PR007773;brinquedos
PR007774;esporte_lazer
PR007775;brinquedos
PR007776;esporte_lazer
PR007777;cine_foto
PR007778;papelaria
PR007779;perfumaria
PR007780;construcao_ferramentas_construcao
PR007781;beleza_saude
PR007782;esporte_lazer
PR007783;informatica_acessorios
PR007784;automotivo
PR007785;perfumaria
PR007786;cama_mesa_banho
PR007787;beleza_saude
PR007788;fashion_bolsas_e_acessorios
PR007789;papelaria
PR007790;esporte_lazer
PR007791;informatica_acessorios
PR007792;esporte_lazer
PR007793;beleza_saude
PR007794;construcao_ferramentas_construcao
PR007795;automotivo
PR007796;esporte_lazer
PR007797;moveis_decoracao
PR007798;NA
PR007799;consoles_games
PR007800;informatica_acessorios
PR007801;beleza_saude
PR007802;telefonia
PR007803;eletroportateis
PR007804;utilidades_domesticas
PR007805;eletronicos
PR007806;market_place
PR007807;pet_shop
PR007808;eletronicos
PR007809;ferramentas_jardim
PR007810;relogios_presentes
PR007811;esporte_lazer
PR007812;cama_mesa_banho
PR007813;relogios_presentes
PR007814;brinquedos
PR007815;utilidades_domesticas
PR007816;utilidades_domesticas
PR007817;fashion_roupa_masculina
PR007818;ferramentas_jardim
PR007819;informatica_acessorios
PR007820;livros_tecnicos
PR007821;perfumaria
PR007822;telefonia
PR007823;esporte_lazer
PR007824;informatica_acessorios
PR007825;cama_mesa_banho
PR007826;moveis_escritorio
PR007827;automotivo
PR007828;relogios_presentes
PR007829;utilidades_domesticas
PR007830;telefonia_fixa
PR007831;automotivo
PR007832;esporte_lazer
PR007833;utilidades_domesticas
PR007834;bebes
PR007835;perfumaria
PR007836;automotivo
PR007837;cama_mesa_banho
PR007838;instrumentos_musicais
PR007839;moveis_decoracao
PR007840;telefonia
PR007841;utilidades_domesticas
PR007842;telefonia
PR007843;automotivo
PR007844;bebes
PR007845;moveis_decoracao
PR007846;papelaria
PR007847;NA
PR007848;automotivo
PR007849;NA
PR007850;informatica_acessorios
PR007851;bebes
PR007852;perfumaria
PR007853;esporte_lazer
PR007854;casa_construcao
PR007855;esporte_lazer
PR007856;perfumaria
PR007857;papelaria
PR007858;telefonia
PR007859;cool_stuff
PR007860;dvds_blu_ray
PR007861;cama_mesa_banho
PR007862;moveis_decoracao
PR007863;brinquedos
PR007864;utilidades_domesticas
PR007865;livros_tecnicos
PR007866;beleza_saude
PR007867;cama_mesa_banho
PR007868;cool_stuff
PR007869;informatica_acessorios
PR007870;utilidades_domesticas
PR007871;cool_stuff
PR007872;livros_interesse_geral
PR007873;agro_industria_e_comercio
PR007874;cama_mesa_banho
PR007875;esporte_lazer
PR007876;automotivo
PR007877;cama_mesa_banho
PR007878;moveis_decoracao
PR007879;moveis_decoracao
PR007880;esporte_lazer
PR007881;automotivo
PR007882;pet_shop
PR007883;utilidades_domesticas
PR007884;bebes
PR007885;construcao_ferramentas_construcao
PR007886;moveis_sala
PR007887;fashion_bolsas_e_acessorios
PR007888;eletrodomesticos
PR007889;utilidades_domesticas
PR007890;ferramentas_jardim
PR007891;industria_comercio_e_negocios
PR007892;construcao_ferramentas_iluminacao
PR007893;relogios_presentes
PR007894;alimentos
PR007895;automotivo
PR007896;utilidades_domesticas
PR007897;esporte_lazer
PR007898;beleza_saude
PR007899;relogios_presentes
PR007900;artes_e_artesanato
PR007901;casa_conforto
PR007902;fashion_bolsas_e_acessorios
PR007903;fashion_calcados
PR007904;cama_mesa_banho
PR007905;esporte_lazer
PR007906;eletronicos
PR007907;moveis_decoracao
PR007908;consoles_games
PR007909;utilidades_domesticas
PR007910;perfumaria
PR007911;NA
PR007912;eletronicos
PR007913;beleza_saude
PR007914;moveis_escritorio
PR007915;beleza_saude
PR007916;cama_mesa_banho
PR007917;relogios_presentes
PR007918;automotivo
PR007919;moveis_decoracao
PR007920;pet_shop
PR007921;pet_shop
PR007922;relogios_presentes
PR007923;utilidades_domesticas
PR007924;moveis_decoracao
PR007925;beleza_saude
PR007926;pet_shop
PR007927;utilidades_domesticas
PR007928;moveis_decoracao
PR007929;perfumaria
PR007930;automotivo
PR007931;eletronicos
PR007932;brinquedos
PR007933;papelaria
PR007934;esporte_lazer
PR007935;informatica_acessorios
PR007936;beleza_saude
PR007937;livros_importados
PR007938;instrumentos_musicais
PR007939;fashion_bolsas_e_acessorios
PR007940;bebidas
PR007941;relogios_presentes
PR007942;bebes
PR007943;beleza_saude
PR007944;papelaria
PR007945;informatica_acessorios
PR007946;telefonia
PR007947;utilidades_domesticas
PR007948;flores
PR007949;construcao_ferramentas_ferramentas
PR007950;utilidades_domesticas
PR007951;cool_stuff
PR007952;malas_acessorios
PR007953;moveis_decoracao
PR007954;utilidades_domesticas
PR007955;informatica_acessorios
PR007956;beleza_saude
PR007957;moveis_escritorio
PR007958;informatica_acessorios
PR007959;moveis_decoracao
PR007960;utilidades_domesticas
PR007961;relogios_presentes
PR007962;construcao_ferramentas_iluminacao
PR007963;bebes
PR007964;brinquedos
PR007965;cama_mesa_banho
PR007966;beleza_saude
PR007967;esporte_lazer
PR007968;automotivo
PR007969;cama_mesa_banho
PR007970;esporte_lazer
PR007971;moveis_decoracao
PR007972;esporte_lazer
PR007973;cama_mesa_banho
PR007974;esporte_lazer
PR007975;moveis_decoracao
PR007976;automotivo
PR007977;moveis_decoracao
PR007978;cama_mesa_banho
PR007979;cama_mesa_banho
PR007980;cama_mesa_banho
PR007981;papelaria
PR007982;casa_construcao
PR007983;casa_construcao
PR007984;cool_stuff
PR007985;cool_stuff
PR007986;instrumentos_musicais
PR007987;ferramentas_jardim
PR007988;papelaria
PR007989;esporte_lazer
PR007990;eletroportateis
PR007991;alimentos_bebidas
PR007992;cine_foto
PR007993;informatica_acessorios
PR007994;telefonia
PR007995;telefonia
PR007996;malas_acessorios
PR007997;brinquedos
PR007998;esporte_lazer
PR007999;beleza_saude
PR008000;esporte_lazer
PR008001;relogios_presentes
PR008002;perfumaria
PR008003;moveis_escritorio
PR008004;construcao_ferramentas_jardim
PR008005;informatica_acessorios
PR008006;perfumaria
PR008007;moveis_decoracao
PR008008;beleza_saude
PR008009;cool_stuff
PR008010;moveis_decoracao
PR008011;brinquedos
PR008012;esporte_lazer
PR008013;cama_mesa_banho
PR008014;utilidades_domesticas
PR008015;informatica_acessorios
PR008016;utilidades_domesticas
PR008017;moveis_decoracao
PR008018;moveis_decoracao
PR008019;eletroportateis
PR008020;beleza_saude
PR008021;moveis_decoracao
PR008022;cama_mesa_banho
PR008023;informatica_acessorios
PR008024;automotivo
PR008025;automotivo
PR008026;utilidades_domesticas
PR008027;automotivo
PR008028;moveis_decoracao
PR008029;moveis_quarto
PR008030;beleza_saude
PR008031;utilidades_domesticas
PR008032;perfumaria
PR008033;fashion_bolsas_e_acessorios
PR008034;moveis_decoracao
PR008035;brinquedos
PR008036;moveis_decoracao
PR008037;relogios_presentes
PR008038;esporte_lazer
PR008039;automotivo
PR008040;utilidades_domesticas
PR008041;moveis_decoracao
PR008042;cama_mesa_banho
PR008043;esporte_lazer
PR008044;moveis_decoracao
PR008045;eletronicos
PR008046;consoles_games
PR008047;brinquedos
PR008048;moveis_decoracao
PR008049;papelaria
PR008050;fashion_roupa_masculina
PR008051;brinquedos
PR008052;livros_tecnicos
PR008053;moveis_sala
PR008054;fashion_roupa_masculina
PR008055;moveis_decoracao
PR008056;cama_mesa_banho
PR008057;cama_mesa_banho
PR008058;cama_mesa_banho
PR008059;malas_acessorios
PR008060;fashion_bolsas_e_acessorios
PR008061;brinquedos
PR008062;esporte_lazer
PR008063;NA
PR008064;papelaria
PR008065;pet_shop
PR008066;ferramentas_jardim
PR008067;esporte_lazer
PR008068;esporte_lazer
PR008069;perfumaria
PR008070;fashion_underwear_e_moda_praia
PR008071;relogios_presentes
PR008072;cama_mesa_banho
PR008073;cama_mesa_banho
PR008074;beleza_saude
PR008075;cama_mesa_banho
PR008076;brinquedos
PR008077;beleza_saude
PR008078;utilidades_domesticas
PR008079;moveis_escritorio
PR008080;cama_mesa_banho
PR008081;livros_interesse_geral
PR008082;moveis_decoracao
PR008083;cama_mesa_banho
PR008084;moveis_decoracao
PR008085;cama_mesa_banho
PR008086;casa_construcao
PR008087;malas_acessorios
PR008088;moveis_decoracao
PR008089;bebes
PR008090;moveis_cozinha_area_de_servico_jantar_e_jardim
PR008091;brinquedos
PR008092;relogios_presentes
PR008093;cool_stuff
PR008094;fashion_bolsas_e_acessorios
PR008095;telefonia
PR008096;telefonia
PR008097;informatica_acessorios
PR008098;esporte_lazer
PR008099;cool_stuff
PR008100;beleza_saude
PR008101;construcao_ferramentas_construcao
PR008102;relogios_presentes
PR008103;informatica_acessorios
PR008104;utilidades_domesticas
PR008105;automotivo
PR008106;informatica_acessorios
PR008107;moveis_decoracao
PR008108;NA
PR008109;beleza_saude
PR008110;fashion_bolsas_e_acessorios
PR008111;cool_stuff
PR008112;utilidades_domesticas
PR008113;automotivo
PR008114;eletronicos
PR008115;bebes
PR008116;telefonia
PR008117;cool_stuff
PR008118;perfumaria
PR008119;fashion_bolsas_e_acessorios
PR008120;cama_mesa_banho
PR008121;informatica_acessorios
PR008122;automotivo
PR008123;telefonia_fixa
PR008124;malas_acessorios
PR008125;utilidades_domesticas
PR008126;utilidades_domesticas
PR008127;esporte_lazer
PR008128;malas_acessorios
PR008129;cama_mesa_banho
PR008130;eletronicos
PR008131;consoles_games
PR008132;brinquedos
PR008133;moveis_decoracao
PR008134;beleza_saude
PR008135;beleza_saude
PR008136;moveis_decoracao
PR008137;telefonia_fixa
PR008138;informatica_acessorios
PR008139;moveis_escritorio
PR008140;consoles_games
PR008141;eletronicos
PR008142;brinquedos
PR008143;pet_shop
PR008144;beleza_saude
PR008145;perfumaria
PR008146;cool_stuff
PR008147;construcao_ferramentas_construcao
PR008148;automotivo
PR008149;relogios_presentes
PR008150;NA
PR008151;beleza_saude
PR008152;fashion_bolsas_e_acessorios
PR008153;esporte_lazer
PR008154;beleza_saude
PR008155;telefonia
PR008156;esporte_lazer
PR008157;automotivo
PR008158;cama_mesa_banho
PR008159;utilidades_domesticas
PR008160;bebes
PR008161;relogios_presentes
PR008162;utilidades_domesticas
PR008163;automotivo
PR008164;pet_shop
PR008165;pet_shop
PR008166;construcao_ferramentas_jardim
PR008167;bebes
PR008168;eletrodomesticos
PR008169;papelaria
PR008170;cama_mesa_banho
PR008171;beleza_saude
PR008172;cama_mesa_banho
PR008173;automotivo
PR008174;esporte_lazer
PR008175;utilidades_domesticas
PR008176;ferramentas_jardim
PR008177;cama_mesa_banho
PR008178;cama_mesa_banho
PR008179;automotivo
PR008180;beleza_saude
PR008181;beleza_saude
PR008182;fashion_bolsas_e_acessorios
PR008183;papelaria
PR008184;cama_mesa_banho
PR008185;market_place
PR008186;esporte_lazer
PR008187;ferramentas_jardim
PR008188;moveis_decoracao
PR008189;moveis_cozinha_area_de_servico_jantar_e_jardim
PR008190;esporte_lazer
PR008191;automotivo
PR008192;automotivo
PR008193;moveis_decoracao
PR008194;cama_mesa_banho
PR008195;moveis_decoracao
PR008196;consoles_games
PR008197;utilidades_domesticas
PR008198;beleza_saude
PR008199;informatica_acessorios
PR008200;informatica_acessorios
PR008201;telefonia
PR008202;cama_mesa_banho
PR008203;automotivo
PR008204;NA
PR008205;beleza_saude
PR008206;brinquedos
PR008207;consoles_games
PR008208;esporte_lazer
PR008209;telefonia
PR008210;beleza_saude
PR008211;cama_mesa_banho
PR008212;moveis_decoracao
PR008213;cama_mesa_banho
PR008214;informatica_acessorios
PR008215;esporte_lazer
PR008216;moveis_sala
PR008217;cama_mesa_banho
PR008218;instrumentos_musicais
PR008219;beleza_saude
PR008220;fashion_calcados
PR008221;moveis_decoracao
PR008222;automotivo
PR008223;cama_mesa_banho
PR008224;eletrodomesticos
PR008225;eletronicos
PR008226;eletronicos
PR008227;utilidades_domesticas
PR008228;utilidades_domesticas
PR008229;moveis_decoracao
PR008230;moveis_decoracao
PR008231;NA
PR008232;informatica_acessorios
PR008233;beleza_saude
PR008234;telefonia_fixa
PR008235;relogios_presentes
PR008236;agro_industria_e_comercio
PR008237;cama_mesa_banho
PR008238;fashion_bolsas_e_acessorios
PR008239;utilidades_domesticas
PR008240;artes
PR008241;cama_mesa_banho
PR008242;automotivo
PR008243;bebes
PR008244;utilidades_domesticas
PR008245;moveis_sala
PR008246;telefonia
PR008247;construcao_ferramentas_iluminacao
PR008248;climatizacao
PR008249;relogios_presentes
PR008250;casa_construcao
PR008251;brinquedos
PR008252;moveis_decoracao
PR008253;eletronicos
PR008254;automotivo
PR008255;beleza_saude
PR008256;moveis_escritorio
PR008257;automotivo
PR008258;esporte_lazer
PR008259;utilidades_domesticas
PR008260;eletronicos
PR008261;dvds_blu_ray
PR008262;esporte_lazer
PR008263;fashion_bolsas_e_acessorios
PR008264;alimentos_bebidas
PR008265;perfumaria
PR008266;cool_stuff
PR008267;cama_mesa_banho
PR008268;esporte_lazer
PR008269;esporte_lazer
PR008270;esporte_lazer
PR008271;cama_mesa_banho
PR008272;brinquedos
PR008273;cama_mesa_banho
PR008274;consoles_games
PR008275;utilidades_domesticas
PR008276;utilidades_domesticas
PR008277;instrumentos_musicais
PR008278;moveis_cozinha_area_de_servico_jantar_e_jardim
PR008279;malas_acessorios
PR008280;cama_mesa_banho
PR008281;moveis_escritorio
PR008282;moveis_escritorio
PR008283;beleza_saude
PR008284;ferramentas_jardim
PR008285;relogios_presentes
PR008286;construcao_ferramentas_jardim
PR008287;cama_mesa_banho
PR008288;fashion_bolsas_e_acessorios
PR008289;papelaria
PR008290;casa_construcao
PR008291;informatica_acessorios
PR008292;NA
PR008293;automotivo
PR008294;cama_mesa_banho
PR008295;cama_mesa_banho
PR008296;papelaria
PR008297;moveis_decoracao
PR008298;moveis_decoracao
PR008299;utilidades_domesticas
PR008300;ferramentas_jardim
PR008301;cama_mesa_banho
PR008302;brinquedos
PR008303;utilidades_domesticas
PR008304;beleza_saude
PR008305;moveis_decoracao
PR008306;relogios_presentes
PR008307;utilidades_domesticas
PR008308;eletroportateis
PR008309;construcao_ferramentas_construcao
PR008310;utilidades_domesticas
PR008311;bebes
PR008312;utilidades_domesticas
PR008313;automotivo
PR008314;cama_mesa_banho
PR008315;utilidades_domesticas
PR008316;bebes
PR008317;automotivo
PR008318;instrumentos_musicais
PR008319;cool_stuff
PR008320;utilidades_domesticas
PR008321;utilidades_domesticas
PR008322;ferramentas_jardim
PR008323;cama_mesa_banho
PR008324;moveis_decoracao
PR008325;papelaria
PR008326;informatica_acessorios
PR008327;eletronicos
PR008328;papelaria
PR008329;esporte_lazer
PR008330;brinquedos
PR008331;esporte_lazer
PR008332;beleza_saude
PR008333;NA
PR008334;eletronicos
PR008335;esporte_lazer
PR008336;cama_mesa_banho
PR008337;eletrodomesticos_2
PR008338;perfumaria
PR008339;beleza_saude
PR008340;utilidades_domesticas
PR008341;cama_mesa_banho
PR008342;cama_mesa_banho
PR008343;utilidades_domesticas
PR008344;automotivo
PR008345;moveis_decoracao
PR008346;ferramentas_jardim
PR008347;cama_mesa_banho
PR008348;esporte_lazer
PR008349;ferramentas_jardim
PR008350;beleza_saude
PR008351;bebidas
PR008352;industria_comercio_e_negocios
PR008353;automotivo
PR008354;telefonia
PR008355;moveis_decoracao
PR008356;brinquedos
PR008357;livros_interesse_geral
PR008358;esporte_lazer
PR008359;cama_mesa_banho
PR008360;moveis_escritorio
PR008361;cool_stuff
PR008362;beleza_saude
PR008363;informatica_acessorios
PR008364;moveis_decoracao
PR008365;informatica_acessorios
PR008366;cama_mesa_banho
PR008367;casa_construcao
PR008368;informatica_acessorios
PR008369;fashion_bolsas_e_acessorios
PR008370;cama_mesa_banho
PR008371;telefonia
PR008372;moveis_decoracao
PR008373;automotivo
PR008374;relogios_presentes
PR008375;eletronicos
PR008376;fashion_underwear_e_moda_praia
PR008377;utilidades_domesticas
PR008378;relogios_presentes
PR008379;informatica_acessorios
PR008380;esporte_lazer
PR008381;moveis_decoracao
PR008382;brinquedos
PR008383;automotivo
PR008384;ferramentas_jardim
PR008385;market_place
PR008386;beleza_saude
PR008387;utilidades_domesticas
PR008388;informatica_acessorios
PR008389;beleza_saude
PR008390;cama_mesa_banho
PR008391;automotivo
PR008392;relogios_presentes
PR008393;esporte_lazer
PR008394;ferramentas_jardim
PR008395;automotivo
PR008396;fashion_bolsas_e_acessorios
PR008397;moveis_decoracao
PR008398;esporte_lazer
PR008399;esporte_lazer
PR008400;eletrodomesticos_2
PR008401;perfumaria
PR008402;moveis_decoracao
PR008403;instrumentos_musicais
PR008404;moveis_decoracao
PR008405;esporte_lazer
PR008406;esporte_lazer
PR008407;utilidades_domesticas
PR008408;brinquedos
PR008409;esporte_lazer
PR008410;bebes
PR008411;cama_mesa_banho
PR008412;beleza_saude
PR008413;utilidades_domesticas
PR008414;beleza_saude
PR008415;cama_mesa_banho
PR008416;cool_stuff
PR008417;beleza_saude
PR008418;cama_mesa_banho
PR008419;cool_stuff
PR008420;automotivo
PR008421;bebes
PR008422;cama_mesa_banho
PR008423;cama_mesa_banho
PR008424;bebes
PR008425;telefonia
PR008426;eletrodomesticos
PR008427;perfumaria
PR008428;relogios_presentes
PR008429;esporte_lazer
PR008430;cama_mesa_banho
PR008431;esporte_lazer
PR008432;relogios_presentes
PR008433;esporte_lazer
PR008434;instrumentos_musicais
PR008435;cama_mesa_banho
PR008436;esporte_lazer
PR008437;construcao_ferramentas_construcao
PR008438;automotivo
PR008439;automotivo
PR008440;eletrodomesticos_2
PR008441;utilidades_domesticas
PR008442;agro_industria_e_comercio
PR008443;instrumentos_musicais
PR008444;brinquedos
PR008445;moveis_decoracao
PR008446;automotivo
PR008447;sinalizacao_e_seguranca
PR008448;automotivo
PR008449;automotivo
PR008450;esporte_lazer
PR008451;bebes
PR008452;informatica_acessorios
PR008453;automotivo
PR008454;papelaria
PR008455;esporte_lazer
PR008456;utilidades_domesticas
PR008457;utilidades_domesticas
PR008458;telefonia
PR008459;cama_mesa_banho
PR008460;telefonia
PR008461;beleza_saude
PR008462;cama_mesa_banho
PR008463;telefonia
PR008464;utilidades_domesticas
PR008465;eletroportateis
PR008466;automotivo
PR008467;eletronicos
PR008468;malas_acessorios
PR008469;eletronicos
PR008470;cama_mesa_banho
PR008471;informatica_acessorios
PR008472;moveis_decoracao
PR008473;cama_mesa_banho
PR008474;cama_mesa_banho
PR008475;cama_mesa_banho
PR008476;cama_mesa_banho
PR008477;bebes
PR008478;fashion_calcados
PR008479;moveis_escritorio
PR008480;moveis_decoracao
PR008481;construcao_ferramentas_construcao
PR008482;telefonia
PR008483;livros_interesse_geral
PR008484;moveis_escritorio
PR008485;instrumentos_musicais
PR008486;casa_construcao
PR008487;beleza_saude
PR008488;moveis_decoracao
PR008489;consoles_games
PR008490;beleza_saude
PR008491;telefonia
PR008492;cama_mesa_banho
PR008493;perfumaria
PR008494;moveis_decoracao
PR008495;eletronicos
PR008496;automotivo
PR008497;relogios_presentes
PR008498;relogios_presentes
PR008499;bebes
PR008500;cama_mesa_banho
PR008501;cama_mesa_banho
PR008502;automotivo
PR008503;fashion_bolsas_e_acessorios
PR008504;utilidades_domesticas
PR008505;papelaria
PR008506;cama_mesa_banho
PR008507;cama_mesa_banho
PR008508;artes_e_artesanato
PR008509;beleza_saude
PR008510;perfumaria
PR008511;beleza_saude
PR008512;moveis_decoracao
PR008513;perfumaria
PR008514;livros_interesse_geral
PR008515;bebes
PR008516;utilidades_domesticas
PR008517;papelaria
PR008518;brinquedos
PR008519;construcao_ferramentas_construcao
PR008520;moveis_decoracao
PR008521;eletrodomesticos
PR008522;utilidades_domesticas
PR008523;telefonia
PR008524;esporte_lazer
PR008525;cama_mesa_banho
PR008526;automotivo
PR008527;cama_mesa_banho
PR008528;esporte_lazer
PR008529;beleza_saude
PR008530;eletrodomesticos_2
PR008531;cama_mesa_banho
PR008532;beleza_saude
PR008533;casa_construcao
PR008534;fashion_bolsas_e_acessorios
PR008535;eletronicos
PR008536;cama_mesa_banho
PR008537;bebes
PR008538;bebes
PR008539;automotivo
PR008540;beleza_saude
PR008541;telefonia
PR008542;telefonia
PR008543;esporte_lazer
PR008544;consoles_games
PR008545;telefonia
PR008546;utilidades_domesticas
PR008547;automotivo
PR008548;ferramentas_jardim
PR008549;beleza_saude
PR008550;bebes
PR008551;utilidades_domesticas
PR008552;perfumaria
PR008553;relogios_presentes
PR008554;moveis_decoracao
PR008555;construcao_ferramentas_jardim
PR008556;utilidades_domesticas
PR008557;esporte_lazer
PR008558;fashion_underwear_e_moda_praia
PR008559;esporte_lazer
PR008560;esporte_lazer
PR008561;automotivo
PR008562;brinquedos
PR008563;utilidades_domesticas
PR008564;fashion_bolsas_e_acessorios
PR008565;moveis_decoracao
PR008566;telefonia
PR008567;esporte_lazer
PR008568;esporte_lazer
PR008569;cama_mesa_banho
PR008570;brinquedos
PR008571;cool_stuff
PR008572;cama_mesa_banho
PR008573;sinalizacao_e_seguranca
PR008574;moveis_decoracao
PR008575;fashion_bolsas_e_acessorios
PR008576;livros_interesse_geral
PR008577;brinquedos
PR008578;brinquedos
PR008579;bebes
PR008580;beleza_saude
PR008581;informatica_acessorios
PR008582;relogios_presentes
PR008583;esporte_lazer
PR008584;informatica_acessorios
PR008585;moveis_decoracao
PR008586;cama_mesa_banho
PR008587;esporte_lazer
PR008588;relogios_presentes
PR008589;brinquedos
PR008590;automotivo
PR008591;consoles_games
PR008592;NA
PR008593;cama_mesa_banho
PR008594;cama_mesa_banho
PR008595;construcao_ferramentas_iluminacao
PR008596;ferramentas_jardim
PR008597;pet_shop
PR008598;esporte_lazer
PR008599;brinquedos
PR008600;cama_mesa_banho
PR008601;perfumaria
PR008602;automotivo
PR008603;brinquedos
PR008604;livros_tecnicos
PR008605;malas_acessorios
PR008606;telefonia
PR008607;bebes
PR008608;relogios_presentes
PR008609;telefonia
PR008610;utilidades_domesticas
PR008611;beleza_saude
PR008612;esporte_lazer
PR008613;climatizacao
PR008614;moveis_decoracao
PR008615;utilidades_domesticas
PR008616;informatica_acessorios
PR008617;cama_mesa_banho
PR008618;consoles_games
PR008619;papelaria
PR008620;informatica_acessorios
PR008621;ferramentas_jardim
PR008622;utilidades_domesticas
PR008623;esporte_lazer
PR008624;esporte_lazer
PR008625;construcao_ferramentas_construcao
PR008626;bebes
PR008627;moveis_escritorio
PR008628;moveis_decoracao
PR008629;cool_stuff
PR008630;NA
PR008631;utilidades_domesticas
PR008632;utilidades_domesticas
PR008633;utilidades_domesticas
PR008634;automotivo
PR008635;telefonia
PR008636;construcao_ferramentas_construcao
PR008637;brinquedos
PR008638;NA
PR008639;informatica_acessorios
PR008640;cama_mesa_banho
PR008641;utilidades_domesticas
PR008642;esporte_lazer
PR008643;fashion_calcados
PR008644;bebes
PR008645;utilidades_domesticas
PR008646;moveis_decoracao
PR008647;consoles_games
PR008648;cama_mesa_banho
PR008649;relogios_presentes
PR008650;moveis_decoracao
PR008651;beleza_saude
PR008652;utilidades_domesticas
PR008653;eletroportateis
PR008654;relogios_presentes
PR008655;cama_mesa_banho
PR008656;alimentos
PR008657;utilidades_domesticas
PR008658;artigos_de_natal
PR008659;utilidades_domesticas
PR008660;bebes
PR008661;pet_shop
PR008662;moveis_decoracao
PR008663;informatica_acessorios
PR008664;alimentos
PR008665;telefonia
PR008666;bebes
PR008667;consoles_games
PR008668;beleza_saude
PR008669;brinquedos
PR008670;pet_shop
PR008671;telefonia
PR008672;livros_interesse_geral
PR008673;pet_shop
PR008674;pet_shop
PR008675;utilidades_domesticas
PR008676;NA
PR008677;esporte_lazer
PR008678;automotivo
PR008679;fashion_bolsas_e_acessorios
PR008680;beleza_saude
PR008681;utilidades_domesticas
PR008682;papelaria
PR008683;automotivo
PR008684;beleza_saude
PR008685;cama_mesa_banho
PR008686;cama_mesa_banho
PR008687;eletrodomesticos
PR008688;informatica_acessorios
PR008689;casa_conforto
PR008690;malas_acessorios
PR008691;brinquedos
PR008692;relogios_presentes
PR008693;consoles_games
PR008694;cama_mesa_banho
PR008695;utilidades_domesticas
PR008696;relogios_presentes
PR008697;construcao_ferramentas_iluminacao
PR008698;informatica_acessorios
PR008699;informatica_acessorios
PR008700;construcao_ferramentas_construcao
PR008701;fashion_bolsas_e_acessorios
PR008702;cama_mesa_banho
PR008703;automotivo
PR008704;relogios_presentes
PR008705;moveis_decoracao
PR008706;cool_stuff
PR008707;utilidades_domesticas
PR008708;telefonia
PR008709;cool_stuff
PR008710;cama_mesa_banho
PR008711;relogios_presentes
PR008712;fashion_bolsas_e_acessorios
PR008713;moveis_decoracao
PR008714;relogios_presentes
PR008715;beleza_saude
PR008716;beleza_saude
PR008717;pet_shop
PR008718;bebes
PR008719;moveis_decoracao
PR008720;esporte_lazer
PR008721;cama_mesa_banho
PR008722;informatica_acessorios
PR008723;pet_shop
PR008724;beleza_saude
PR008725;telefonia
PR008726;casa_conforto
PR008727;beleza_saude
PR008728;utilidades_domesticas
PR008729;utilidades_domesticas
PR008730;alimentos_bebidas
PR008731;beleza_saude
PR008732;perfumaria
PR008733;cama_mesa_banho
PR008734;fashion_roupa_masculina
PR008735;automotivo
PR008736;cama_mesa_banho
PR008737;moveis_escritorio
PR008738;automotivo
PR008739;esporte_lazer
PR008740;cama_mesa_banho
PR008741;brinquedos
PR008742;perfumaria
PR008743;market_place
PR008744;fashion_bolsas_e_acessorios
PR008745;eletrodomesticos_2
PR008746;fashion_bolsas_e_acessorios
PR008747;beleza_saude
PR008748;esporte_lazer
PR008749;eletrodomesticos_2
PR008750;brinquedos
PR008751;malas_acessorios
PR008752;construcao_ferramentas_seguranca
PR008753;moveis_decoracao
PR008754;automotivo
PR008755;construcao_ferramentas_seguranca
PR008756;fashion_bolsas_e_acessorios
PR008757;brinquedos
PR008758;automotivo
PR008759;eletronicos
PR008760;brinquedos
PR008761;bebes
PR008762;brinquedos
PR008763;moveis_decoracao
PR008764;climatizacao
PR008765;automotivo
PR008766;cama_mesa_banho
PR008767;moveis_decoracao
PR008768;cama_mesa_banho
PR008769;perfumaria
PR008770;fashion_roupa_feminina
PR008771;cama_mesa_banho
PR008772;sinalizacao_e_seguranca
PR008773;relogios_presentes
PR008774;consoles_games
PR008775;dvds_blu_ray
PR008776;ferramentas_jardim
PR008777;instrumentos_musicais
PR008778;moveis_decoracao
PR008779;esporte_lazer
PR008780;cama_mesa_banho
PR008781;telefonia
PR008782;relogios_presentes
PR008783;esporte_lazer
PR008784;utilidades_domesticas
PR008785;relogios_presentes
PR008786;NA
PR008787;utilidades_domesticas
PR008788;moveis_decoracao
PR008789;esporte_lazer
PR008790;instrumentos_musicais
PR008791;eletrodomesticos
PR008792;beleza_saude
PR008793;moveis_decoracao
PR008794;beleza_saude
PR008795;beleza_saude
PR008796;relogios_presentes
PR008797;utilidades_domesticas
PR008798;utilidades_domesticas
PR008799;cama_mesa_banho
PR008800;cama_mesa_banho
PR008801;utilidades_domesticas
PR008802;ferramentas_jardim
PR008803;brinquedos
PR008804;perfumaria
PR008805;automotivo
PR008806;automotivo
PR008807;esporte_lazer
PR008808;fashion_bolsas_e_acessorios
PR008809;cama_mesa_banho
PR008810;cama_mesa_banho
PR008811;moveis_decoracao
PR008812;brinquedos
